A  ˈa
ENCAPUCHADOS  ˌeŋkaputʃˈaðos
ENCAPUCHAR  ˌeŋkaputʃˈaɾ
ENCAPUZAR  ˌeŋkapusˈaɾ
ENCARA  eŋkˈaɾa
ENCARADA  ˌeŋkaɾˈaða
ENCARADAS  ˌeŋkaɾˈaðas
ENCARADO  ˌeŋkaɾˈaðo
ENCARADOS  ˌeŋkaɾˈaðos
ENCARAMADA  ˌeŋkaɾamˈaða
ENCARAMADAS  ˌeŋkaɾamˈaðas
ENCARAMADO  ˌeŋkaɾamˈaðo
ENCARAMADOS  ˌeŋkaɾamˈaðos
ENCARAMAR  ˌeŋkaɾamˈaɾ
ENCARAMOS  ˌeŋkaɾˈamos
ENCARANDO  ˌeŋkaɾˈando
ENCARAR  ˌeŋkaɾˈaɾ
ENCARARA  ˌeŋkaɾˈaɾa
ENCARARAS  ˌeŋkaɾˈaɾas
ENCARAREIS  ˌeŋkaɾˈaɾeɪs
ENCARAREMOS  ˌeŋkaɾaɾˈemos
ENCARARES  ˌeŋkaɾˈaɾes
ENCARARÁ  ˌeŋkaɾaɾˈa
ENCARARÁS  ˌeŋkaɾaɾˈas
ENCARARÍAMOS  ˌeŋkaɾaɾˈiamos
ENCARAS  eŋkˈaɾas
ENCARASTE  ˌeŋkaɾˈaste
ENCARCELADA  ˌeŋkaɾselˈaða
ENCARCELADAS  ˌeŋkaɾselˈaðas
ENCARCELADO  ˌeŋkaɾselˈaðo
ENCARCELADOS  ˌeŋkaɾselˈaðos
ENCARCELAR  ˌeŋkaɾselˈaɾ
ENCARCELARLOS  ˌeŋkaɾselˈaɾlos
ENCARE  eŋkˈaɾe
ENCARECEN  ˌeŋkaɾˈesen
ENCARECER  ˌeŋkaɾesˈeɾ
ENCARECIDA  ˌeŋkaɾesˈiða
ENCARECIDAS  ˌeŋkaɾesˈiðas
ENCARECIDO  ˌeŋkaɾesˈiðo
ENCARECIDOS  ˌeŋkaɾesˈiðos
ENCARECIMIENTO  ˌeŋkaɾˌesimjˈeŋto
ENCAREMOS  ˌeŋkaɾˈemos
ENCAREN  eŋkˈaɾen
ENCARES  eŋkˈaɾes
ENCARGA  eŋkˈaɾɣa
ENCARGABA  ˌeŋkaɾɣˈaβa
ENCARGADA  ˌeŋkaɾɣˈaða
ENCARGADAS  ˌeŋkaɾɣˈaðas
ENCARGADO  ˌeŋkaɾɣˈaðo
ENCARGADOS  ˌeŋkaɾɣˈaðos
ENCARGAMOS  ˌeŋkaɾɣˈamos
ENCARGAN  eŋkˈaɾɣan
ENCARGANDO  ˌeŋkaɾɣˈando
ENCARGAR  ˌeŋkaɾɣˈaɾ
ENCARGAREMOS  ˌeŋkaɾɣaɾˈemos
ENCARGARON  ˌeŋkaɾɣˈaɾon
ENCARGARSE  ˌeŋkaɾɣˈaɾse
ENCARGARTE  ˌeŋkaɾɣˈaɾte
ENCARGARÁ  ˌeŋkaɾɣaɾˈa
ENCARGARÁN  ˌeŋkaɾɣaɾˈan
ENCARGARÍA  ˌeŋkaɾɣaɾˈia
ENCARGASTE  ˌeŋkaɾɣˈaste
ENCARGO  eŋkˈaɾɣo
ENCARGOS  eŋkˈaɾɣos
ENCARGUE  eŋkˈaɾɣe
ENCARGUÉ  ˌeŋkaɾɣˈe
ENCARGÓ  ˌeŋkaɾɣˈo
ENCARIÑAR  ˌeŋkaɾiɲˈaɾ
ENCARIÑÁ  ˌeŋkaɾiɲˈa
ENCARNACIONES  ˌeŋkaɾnasjˈones
ENCARNACIÓN  ˌeŋkaɾnasjˈon
ENCARNADA  ˌeŋkaɾnˈaða
ENCARNADAS  ˌeŋkaɾnˈaðas
ENCARNADO  ˌeŋkaɾnˈaðo
ENCARNADOS  ˌeŋkaɾnˈaðos
ENCARNAR  ˌeŋkaɾnˈaɾ
ENCARNE  eŋkˈaɾne
ENCARNECER  ˌeŋkaɾnesˈeɾ
ENCARNIZADA  ˌeŋkaɾnisˈaða
ENCARNIZADAS  ˌeŋkaɾnisˈaðas
ENCARNIZADO  ˌeŋkaɾnisˈaðo
ENCARNIZADOS  ˌeŋkaɾnisˈaðos
ENCARNIZAMIENTO  ˌeŋkaɾnˌisamjˈeŋto
ENCARNIZAR  ˌeŋkaɾnisˈaɾ
ENCARNO  eŋkˈaɾno
ENCARNÉ  ˌeŋkaɾnˈe
ENCARNÓ  ˌeŋkaɾnˈo
ENCARO  eŋkˈaɾo
ENCARRILADA  ˌeŋkarilˈaða
ENCARRILADAS  ˌeŋkarilˈaðas
ENCARRILADO  ˌeŋkarilˈaðo
ENCARRILADOS  ˌeŋkarilˈaðos
ENCARRILAR  ˌeŋkarilˈaɾ
ENCARÁRAMOS  ˌeŋkaɾˈaɾamos
ENCARÓSE  ˌeŋkaɾˈose
ENCASQUETADA  ˌeŋkasketˈaða
ENCASQUETADAS  ˌeŋkasketˈaðas
ENCASQUETADO  ˌeŋkasketˈaðo
ENCASQUETADOS  ˌeŋkasketˈaðos
ENCASQUETAR  ˌeŋkasketˈaɾ
ENCASTRADA  ˌeŋkastɾˈaða
ENCASTRADAS  ˌeŋkastɾˈaðas
ENCASTRADO  ˌeŋkastɾˈaðo
ENCASTRADOS  ˌeŋkastɾˈaðos
ENCASTRAR  ˌeŋkastɾˈaɾ
ENCAUSADA  ˌeŋkaʊsˈaða
ENCAUSADAS  ˌeŋkaʊsˈaðas
ENCAUSADO  ˌeŋkaʊsˈaðo
ENCAUSADOS  ˌeŋkaʊsˈaðos
ENCAUSAMIENTO  ˌeŋkaʊsamjˈeŋto
ENCAUSAR  ˌeŋkaʊsˈaɾ
ENCAUSARLOS  ˌeŋkaʊsˈaɾlos
ENCAUZADA  ˌeŋkaʊsˈaða
ENCAUZADAS  ˌeŋkaʊsˈaðas
ENCAUZADO  ˌeŋkaʊsˈaðo
ENCAUZADOS  ˌeŋkaʊsˈaðos
ENCAUZAMIENTO  ˌeŋkaʊsamjˈeŋto
ENCAUZAR  ˌeŋkaʊsˈaɾ
ENCAÑIZADA  ˌeŋkaɲisˈaða
ENCAÑONAR  ˌeŋkaɲonˈaɾ
ENCEBAR  ˌeŋseβˈaɾ
ENCEFALOPATÍA  ˌeŋsefˌalopatˈia
ENCEFALOPÁTICA  ˌeŋsefˌalopˈatika
ENCEFALOPÁTICAS  ˌeŋsefˌalopˈatikas
ENCEFALOPÁTICO  ˌeŋsefˌalopˈatiko
ENCEFALOPÁTICOS  ˌeŋsefˌalopˈatikos
ENCEFÁLICA  ˌeŋsefˈalika
ENCEFÁLICAS  ˌeŋsefˈalikas
ENCEFÁLICO  ˌeŋsefˈaliko
ENCEFÁLICOS  ˌeŋsefˈalikos
ENCEGUECER  ˌeŋseɣesˈeɾ
ENCENAGÁ  ˌeŋsenaɣˈa
ENCENDEDOR  ˌeŋsendeðˈoɾ
ENCENDER  ˌeŋsendˈeɾ
ENCENDIDA  ˌeŋsendˈiða
ENCENDIDAS  ˌeŋsendˈiðas
ENCENDIDO  ˌeŋsendˈiðo
ENCENDIDOS  ˌeŋsendˈiðos
ENCENDIENDO  ˌeŋsendjˈendo
ENCENDIERA  ˌeŋsendjˈeɾa
ENCENDIERON  ˌeŋsendjˈeɾon
ENCENDIMIENTO  ˌeŋsendimjˈeŋto
ENCENDIÓ  ˌeŋsendjˈo
ENCENDÍ  ˌeŋsendˈi
ENCENDÍA  ˌeŋsendˈia
ENCERADA  ˌeŋseɾˈaða
ENCERADAS  ˌeŋseɾˈaðas
ENCERADO  ˌeŋseɾˈaðo
ENCERADORA  ˌeŋseɾaðˈoɾa
ENCERADOS  ˌeŋseɾˈaðos
ENCERAR  ˌeŋseɾˈaɾ
ENCERRABA  ˌeŋserˈaβa
ENCERRADA  ˌeŋserˈaða
ENCERRADAS  ˌeŋserˈaðas
ENCERRADO  ˌeŋserˈaðo
ENCERRADOS  ˌeŋserˈaðos
ENCERRAMIENTO  ˌeŋseramjˈeŋto
ENCERRAMOS  ˌeŋserˈamos
ENCERRANDO  ˌeŋserˈando
ENCERRAR  ˌeŋserˈaɾ
ENCERRARA  ˌeŋserˈaɾa
ENCERRARAS  ˌeŋserˈaɾas
ENCERRAREIS  ˌeŋserˈaɾeɪs
ENCERRAREMOS  ˌeŋseraɾˈemos
ENCERRARES  ˌeŋserˈaɾes
ENCERRARÁ  ˌeŋseraɾˈa
ENCERRARÁS  ˌeŋseraɾˈas
ENCERRARÍAMOS  ˌeŋseraɾˈiamos
ENCERRASTE  ˌeŋserˈaste
ENCERREMOS  ˌeŋserˈemos
ENCERRÁRAMOS  ˌeŋserˈaɾamos
ENCERRÉ  ˌeŋserˈe
ENCESTADA  ˌeŋsestˈaða
ENCESTADAS  ˌeŋsestˈaðas
ENCESTADO  ˌeŋsestˈaðo
ENCESTADOS  ˌeŋsestˈaðos
ENCESTAR  ˌeŋsestˈaɾ
ENCHACHAR  ˌeŋtʃatʃˈaɾ
ENCHAPAR  ˌeŋtʃapˈaɾ
ENCHAPOPOTADO  ˌeŋtʃapˌopotˈaðo
ENCHAPOPOTAR  ˌeŋtʃapˌopotˈaɾ
ENCHARCADA  ˌeŋtʃaɾkˈaða
ENCHARCADAS  ˌeŋtʃaɾkˈaðas
ENCHARCADO  ˌeŋtʃaɾkˈaðo
ENCHARCADOS  ˌeŋtʃaɾkˈaðos
ENCHARCAMIENTO  ˌeŋtʃaɾkamjˈeŋto
ENCHARCAR  ˌeŋtʃaɾkˈaɾ
ENCHICHARSE  ˌeŋtʃitʃˈaɾse
ENCHILADA  ˌeŋtʃilˈaða
ENCHILADAS  ˌeŋtʃilˈaðas
ENCHILADO  ˌeŋtʃilˈaðo
ENCHILADOS  ˌeŋtʃilˈaðos
ENCHINAR  ˌeŋtʃinˈaɾ
ENCHIQUERAR  ˌeŋtʃikeɾˈaɾ
ENCHIRONAR  ˌeŋtʃiɾonˈaɾ
ENCHUECAR  ˌeŋtʃwekˈaɾ
ENCHUFABLE  ˌeŋtʃufˈaβle
ENCHUFABLES  ˌeŋtʃufˈaβles
ENCHUFADA  ˌeŋtʃufˈaða
ENCHUFADAS  ˌeŋtʃufˈaðas
ENCHUFADO  ˌeŋtʃufˈaðo
ENCHUFADOS  ˌeŋtʃufˈaðos
ENCHUFAR  ˌeŋtʃufˈaɾ
ENCHUFE  eŋtʃˈufe
ENCHUFISTA  ˌeŋtʃufˈista
ENCHUFLADA  ˌeŋtʃuflˈaða
ENCHUFLADAS  ˌeŋtʃuflˈaðas
ENCHUFLADO  ˌeŋtʃuflˈaðo
ENCHUFLADOS  ˌeŋtʃuflˈaðos
ENCHUFLAR  ˌeŋtʃuflˈaɾ
ENCHULANDO  ˌeŋtʃulˈando
ENCHULARSE  ˌeŋtʃulˈaɾse
ENCICLOPEDIA  ˌeŋsiklopˈeðja
ENCICLOPEDISMO  ˌeŋsiklˌopeðˈismo
ENCIENDE  eŋsjˈende
ENCIENDES  eŋsjˈendes
ENCIERRA  eŋsjˈera
ENCIERRAN  eŋsjˈeran
ENCIERRO  eŋsjˈero
ENCIMA  eŋsˈima
ENCIMAR  ˌeŋsimˈaɾ
ENCIMERA  ˌeŋsimˈeɾa
ENCIMISTA  ˌeŋsimˈista
ENCINA  eŋsˈina
ENCINARES  ˌeŋsinˈaɾes
ENCINAS  eŋsˈinas
ENCINO  eŋsˈino
ENCINTADA  ˌeŋsiŋtˈaða
ENCINTADAS  ˌeŋsiŋtˈaðas
ENCINTADO  ˌeŋsiŋtˈaðo
ENCINTAR  ˌeŋsiŋtˈaɾ
ENCLAUSTRADA  ˌeŋklaʊstɾˈaða
ENCLAUSTRADAS  ˌeŋklaʊstɾˈaðas
ENCLAUSTRADO  ˌeŋklaʊstɾˈaðo
ENCLAUSTRADOS  ˌeŋklaʊstɾˈaðos
ENCLAUSTRAMIENTO  ˌeŋklaʊstɾamjˈeŋto
ENCLAUSTRAR  ˌeŋklaʊstɾˈaɾ
ENCLAVADA  ˌeŋklaβˈaða
ENCLAVADAS  ˌeŋklaβˈaðas
ENCLAVADO  ˌeŋklaβˈaðo
ENCLAVADOS  ˌeŋklaβˈaðos
ENCLAVAMIENTO  ˌeŋklaβamjˈeŋto
ENCLAVAR  ˌeŋklaβˈaɾ
ENCLAVE  eŋklˈaβe
ENCLAVES  eŋklˈaβes
ENCOCADO  ˌeŋkokˈaðo
ENCOFRADA  ˌeŋkofɾˈaða
ENCOFRADAS  ˌeŋkofɾˈaðas
ENCOFRADO  ˌeŋkofɾˈaðo
ENCOFRADOR  ˌeŋkofɾaðˈoɾ
ENCOFRADOS  ˌeŋkofɾˈaðos
ENCOFRAR  ˌeŋkofɾˈaɾ
ENCOGER  ˌeŋkoxˈeɾ
ENCOGERSE  ˌeŋkoxˈeɾse
ENCOGIDA  ˌeŋkoxˈiða
ENCOGIDAS  ˌeŋkoxˈiðas
ENCOGIDO  ˌeŋkoxˈiðo
ENCOGIDOS  ˌeŋkoxˈiðos
ENCOGIMIENTO  ˌeŋkoximjˈeŋto
ENCOLADA  ˌeŋkolˈaða
ENCOLADAS  ˌeŋkolˈaðas
ENCOLADO  ˌeŋkolˈaðo
ENCOLADOS  ˌeŋkolˈaðos
ENCOLAR  ˌeŋkolˈaɾ
ENCOLERIZA  ˌeŋkoleɾˈisa
ENCOLERIZADA  ˌeŋkolˌeɾisˈaða
ENCOLERIZADAS  ˌeŋkolˌeɾisˈaðas
ENCOLERIZADO  ˌeŋkolˌeɾisˈaðo
ENCOLERIZADOS  ˌeŋkolˌeɾisˈaðos
ENCOLERIZAMOS  ˌeŋkolˌeɾisˈamos
ENCOLERIZANDO  ˌeŋkolˌeɾisˈando
ENCOLERIZAR  ˌeŋkolˌeɾisˈaɾ
ENCOLERIZARA  ˌeŋkolˌeɾisˈaɾa
ENCOLERIZARAS  ˌeŋkolˌeɾisˈaɾas
ENCOLERIZAREIS  ˌeŋkolˌeɾisˈaɾeɪs
ENCOLERIZAREMOS  ˌeŋkolˌeɾisaɾˈemos
ENCOLERIZARES  ˌeŋkolˌeɾisˈaɾes
ENCOLERIZARÁ  ˌeŋkolˌeɾisaɾˈa
ENCOLERIZARÁS  ˌeŋkolˌeɾisaɾˈas
ENCOLERIZARÍAMOS  ˌeŋkolˌeɾisaɾˈiamos
ENCOLERIZAS  ˌeŋkoleɾˈisas
ENCOLERIZASTE  ˌeŋkolˌeɾisˈaste
ENCOLERIZO  ˌeŋkoleɾˈiso
ENCOLERIZÁRAMOS  ˌeŋkolˌeɾisˈaɾamos
ENCOLUMNAR  ˌeŋkolumnˈaɾ
ENCOMENDACIÓN  ˌeŋkomˌendasjˈon
ENCOMENDADA  ˌeŋkomendˈaða
ENCOMENDADAS  ˌeŋkomendˈaðas
ENCOMENDADO  ˌeŋkomendˈaðo
ENCOMENDADOS  ˌeŋkomendˈaðos
ENCOMENDAR  ˌeŋkomendˈaɾ
ENCOMENDERA  ˌeŋkomendˈeɾa
ENCOMENDERAS  ˌeŋkomendˈeɾas
ENCOMENDERO  ˌeŋkomendˈeɾo
ENCOMENDEROS  ˌeŋkomendˈeɾos
ENCOMENDÓ  ˌeŋkomendˈo
ENCOMENZAR  ˌeŋkomeŋsˈaɾ
ENCOMIADA  ˌeŋkomjˈaða
ENCOMIADAS  ˌeŋkomjˈaðas
ENCOMIADO  ˌeŋkomjˈaðo
ENCOMIADOS  ˌeŋkomjˈaðos
ENCOMIO  eŋkˈomjo
ENCOMIÁSTICO  ˌeŋkomjˈastiko
ENCONADA  ˌeŋkonˈaða
ENCONADAS  ˌeŋkonˈaðas
ENCONADO  ˌeŋkonˈaðo
ENCONADOS  ˌeŋkonˈaðos
ENCONAMIENTO  ˌeŋkonamjˈeŋto
ENCONAR  ˌeŋkonˈaɾ
ENCONCHAR  ˌeŋkoŋtʃˈaɾ
ENCONCHÁ  ˌeŋkoŋtʃˈa
ENCONDROMA  ˌeŋkondɾˈoma
ENCONDROMATOSIS  ˌeŋkondɾˌomatˈosis
ENCONO  eŋkˈono
ENCONTRABA  ˌeŋkoŋtɾˈaβa
ENCONTRABAN  ˌeŋkoŋtɾˈaβan
ENCONTRADA  ˌeŋkoŋtɾˈaða
ENCONTRADAS  ˌeŋkoŋtɾˈaðas
ENCONTRADO  ˌeŋkoŋtɾˈaðo
ENCONTRADOS  ˌeŋkoŋtɾˈaðos
ENCONTRAMOS  ˌeŋkoŋtɾˈamos
ENCONTRANDO  ˌeŋkoŋtɾˈando
ENCONTRAR  ˌeŋkoŋtɾˈaɾ
ENCONTRARA  ˌeŋkoŋtɾˈaɾa
ENCONTRARAS  ˌeŋkoŋtɾˈaɾas
ENCONTRARÁS  ˌeŋkoŋtɾˈaɾas
ENCONTRAREIS  ˌeŋkoŋtɾˈaɾeɪs
ENCONTRAREMOS  ˌeŋkoŋtɾaɾˈemos
ENCONTRARES  ˌeŋkoŋtɾˈaɾes
ENCONTRARLA  ˌeŋkoŋtɾˈaɾla
ENCONTRARLAS  ˌeŋkoŋtɾˈaɾlas
ENCONTRARLE  ˌeŋkoŋtɾˈaɾle
ENCONTRARLO  ˌeŋkoŋtɾˈaɾlo
ENCONTRARLOS  ˌeŋkoŋtɾˈaɾlos
ENCONTRARME  ˌeŋkoŋtɾˈaɾme
ENCONTRARNOS  ˌeŋkoŋtɾˈaɾnos
ENCONTRARON  ˌeŋkoŋtɾˈaɾon
ENCONTRAROS  ˌeŋkoŋtɾˈaɾos
ENCONTRARSE  ˌeŋkoŋtɾˈaɾse
ENCONTRARTE  ˌeŋkoŋtɾˈaɾte
ENCONTRARÁ  ˌeŋkoŋtɾaɾˈa
ENCONTRARÁN  ˌeŋkoŋtɾaɾˈan
ENCONTRARÁS  ˌeŋkoŋtɾaɾˈas
ENCONTRARÉIS  ˌeŋkoŋtɾaɾˈeɪs
ENCONTRARÍAMOS  ˌeŋkoŋtɾaɾˈiamos
ENCONTRASTE  ˌeŋkoŋtɾˈaste
ENCONTRE  eŋkˈoŋtɾe
ENCONTREMOS  ˌeŋkoŋtɾˈemos
ENCONTRONAZO  ˌeŋkoŋtɾonˈaso
ENCONTRÁBAMOS  ˌeŋkoŋtɾˈaβamos
ENCONTRÁNDOSE  ˌeŋkoŋtɾˈandose
ENCONTRÁNDOTE  ˌeŋkoŋtɾˈandote
ENCONTRÁRAMOS  ˌeŋkoŋtɾˈaɾamos
ENCONTRÉ  ˌeŋkoŋtɾˈe
ENCONTRÓ  ˌeŋkoŋtɾˈo
ENCONTRÓN  ˌeŋkoŋtɾˈon
ENCORAJINAR  ˌeŋkoɾˌaxinˈaɾ
ENCORAZAR  ˌeŋkoɾasˈaɾ
ENCORDAR  ˌeŋkoɾðˈaɾ
ENCORNADURA  ˌeŋkoɾnaðˈuɾa
ENCORNUDAR  ˌeŋkoɾnuðˈaɾ
ENCORSETADA  ˌeŋkoɾsetˈaða
ENCORSETADAS  ˌeŋkoɾsetˈaðas
ENCORSETADO  ˌeŋkoɾsetˈaðo
ENCORSETADOS  ˌeŋkoɾsetˈaðos
ENCORSETAR  ˌeŋkoɾsetˈaɾ
ENCORVA  eŋkˈoɾβa
ENCORVADA  ˌeŋkoɾβˈaða
ENCORVADAS  ˌeŋkoɾβˈaðas
ENCORVADO  ˌeŋkoɾβˈaðo
ENCORVADOS  ˌeŋkoɾβˈaðos
ENCORVAR  ˌeŋkoɾβˈaɾ
ENCOSTADA  ˌeŋkostˈaða
ENCOSTADAS  ˌeŋkostˈaðas
ENCOSTADO  ˌeŋkostˈaðo
ENCOSTADOS  ˌeŋkostˈaðos
ENCOSTALAR  ˌeŋkostalˈaɾ
ENCOSTARSE  ˌeŋkostˈaɾse
ENCRESPADA  ˌeŋkɾespˈaða
ENCRESPADAS  ˌeŋkɾespˈaðas
ENCRESPADO  ˌeŋkɾespˈaðo
ENCRESPADOS  ˌeŋkɾespˈaðos
ENCRESPAR  ˌeŋkɾespˈaɾ
ENCRIPTACIÓN  ˌeŋkɾiptasjˈon
ENCRIPTADA  ˌeŋkɾiptˈaða
ENCRIPTADAS  ˌeŋkɾiptˈaðas
ENCRIPTADO  ˌeŋkɾiptˈaðo
ENCRIPTADOS  ˌeŋkɾiptˈaðos
ENCRIPTAR  ˌeŋkɾiptˈaɾ
ENCRUCIJADA  ˌeŋkɾusixˈaða
ENCUADERNACIÓN  ˌeŋkwaðˌeɾnasjˈon
ENCUADERNADA  ˌeŋkwaðeɾnˈaða
ENCUADERNADAS  ˌeŋkwaðeɾnˈaðas
ENCUADERNADO  ˌeŋkwaðeɾnˈaðo
ENCUADERNADOS  ˌeŋkwaðeɾnˈaðos
ENCUADERNAR  ˌeŋkwaðeɾnˈaɾ
ENCUADRA  eŋkwˈaðɾa
ENCUADRABAS  ˌeŋkwaðɾˈaβas
ENCUADRABLE  ˌeŋkwaðɾˈaβle
ENCUADRADA  ˌeŋkwaðɾˈaða
ENCUADRADAS  ˌeŋkwaðɾˈaðas
ENCUADRADO  ˌeŋkwaðɾˈaðo
ENCUADRADOS  ˌeŋkwaðɾˈaðos
ENCUADRAMIENTO  ˌeŋkwaðɾamjˈeŋto
ENCUADRAR  ˌeŋkwaðɾˈaɾ
ENCUADRE  eŋkwˈaðɾe
ENCUADRES  eŋkwˈaðɾes
ENCUARTELADA  ˌeŋkwaɾtelˈaða
ENCUARTELADAS  ˌeŋkwaɾtelˈaðas
ENCUARTELADO  ˌeŋkwaɾtelˈaðo
ENCUARTELADOS  ˌeŋkwaɾtelˈaðos
ENCUARTELAR  ˌeŋkwaɾtelˈaɾ
ENCUBAR  ˌeŋkuβˈaɾ
ENCUBERTADA  ˌeŋkuβeɾtˈaða
ENCUBERTADAS  ˌeŋkuβeɾtˈaðas
ENCUBERTADO  ˌeŋkuβeɾtˈaðo
ENCUBERTADOS  ˌeŋkuβeɾtˈaðos
ENCUBERTAR  ˌeŋkuβeɾtˈaɾ
ENCUBIERTA  ˌeŋkuβjˈeɾta
ENCUBIERTAS  ˌeŋkuβjˈeɾtas
ENCUBIERTO  ˌeŋkuβjˈeɾto
ENCUBIERTOS  ˌeŋkuβjˈeɾtos
ENCUBRIR  ˌeŋkuβɾˈiɾ
ENCUENTRA  eŋkwˈeŋtɾa
ENCUENTRAN  eŋkwˈeŋtɾan
ENCUENTRAS  eŋkwˈeŋtɾas
ENCUENTRE  eŋkwˈeŋtɾe
ENCUENTREN  eŋkwˈeŋtɾen
ENCUENTRES  eŋkwˈeŋtɾes
ENCUENTRO  eŋkwˈeŋtɾo
ENCUENTROS  eŋkwˈeŋtɾos
ENCUERADA  ˌeŋkweɾˈaða
ENCUERADAS  ˌeŋkweɾˈaðas
ENCUERADO  ˌeŋkweɾˈaðo
ENCUERADOS  ˌeŋkweɾˈaðos
ENCUERAR  ˌeŋkweɾˈaɾ
ENCUESTA  eŋkwˈesta
ENCUESTADA  ˌeŋkwestˈaða
ENCUESTADAS  ˌeŋkwestˈaðas
ENCUESTADO  ˌeŋkwestˈaðo
ENCUESTADOR  ˌeŋkwestaðˈoɾ
ENCUESTADOS  ˌeŋkwestˈaðos
ENCUESTANDO  ˌeŋkwestˈando
ENCUESTAR  ˌeŋkwestˈaɾ
ENCUESTAS  eŋkwˈestas
ENCULADA  ˌeŋkulˈaða
ENCULADAS  ˌeŋkulˈaðas
ENCULADO  ˌeŋkulˈaðo
ENCULADOR  ˌeŋkulaðˈoɾ
ENCULADOS  ˌeŋkulˈaðos
ENCULAR  ˌeŋkulˈaɾ
ENCUMBRADA  ˌeŋkumbɾˈaða
ENCUMBRADAS  ˌeŋkumbɾˈaðas
ENCUMBRADO  ˌeŋkumbɾˈaðo
ENCUMBRADOS  ˌeŋkumbɾˈaðos
ENCUMBRAR  ˌeŋkumbɾˈaɾ
ENCURTIDO  ˌeŋkuɾtˈiðo
ENCUÉNTRALOS  eŋkwˈeŋtɾalos
ENCÉLADO  eŋsˈelaðo
ENCÍA  eŋsˈia
ENCÍAS  eŋsˈias
END  ˈend
ENDARA  endˈaɾa
ENDAYA  endˈaʝa
ENDE  ˈende
ENDEBLE  endˈeβle
ENDECHA  endˈetʃa
ENDEMICIDAD  ˌendemˌisiðˈad
ENDEMISMO  ˌendemˈismo
ENDEMISMOS  ˌendemˈismos
ENDEMONIADA  ˌendemonjˈaða
ENDEMONIADAS  ˌendemonjˈaðas
ENDEMONIADO  ˌendemonjˈaðo
ENDEMONIADOS  ˌendemonjˈaðos
ENDEREZADA  ˌendeɾesˈaða
ENDEREZADAS  ˌendeɾesˈaðas
ENDEREZADO  ˌendeɾesˈaðo
ENDEREZADOS  ˌendeɾesˈaðos
ENDEREZAMIENTO  ˌendeɾˌesamjˈeŋto
ENDEREZAR  ˌendeɾesˈaɾ
ENDESA  endˈesa
ENDEUDADA  ˌendeʊðˈaða
ENDEUDADAS  ˌendeʊðˈaðas
ENDEUDADO  ˌendeʊðˈaðo
ENDEUDADOS  ˌendeʊðˈaðos
ENDEUDAMIENTO  ˌendeʊðamjˈeŋto
ENDGAME  endɡˈeɪm
ENDIABLADA  ˌendjaβlˈaða
ENDIABLADAS  ˌendjaβlˈaðas
ENDIABLADO  ˌendjaβlˈaðo
ENDIABLADOS  ˌendjaβlˈaðos
ENDIABLAR  ˌendjaβlˈaɾ
ENDIBIA  endˈiβja
ENDILGADA  ˌendilɣˈaða
ENDILGADAS  ˌendilɣˈaðas
ENDILGADO  ˌendilɣˈaðo
ENDILGADOS  ˌendilɣˈaðos
ENDILGAR  ˌendilɣˈaɾ
ENDIOSADA  ˌendjosˈaða
ENDIOSADAS  ˌendjosˈaðas
ENDIOSADO  ˌendjosˈaðo
ENDIOSADOS  ˌendjosˈaðos
ENDIOSAMIENTO  ˌendjosamjˈeŋto
ENDIOSAR  ˌendjosˈaɾ
ENDIVIA  endˈiβja
ENDIÑAR  ˌendiɲˈaɾ
ENDOCARDITIS  ˌendokaɾðˈitis
ENDOCONDRAL  ˌendokondɾˈal
ENDOCRANEAL  ˌendokɾˌaneˈal
ENDOCRANEANO  ˌendokɾˌaneˈano
ENDOCRINA  ˌendokɾˈina
ENDOCRINAS  ˌendokɾˈinas
ENDOCRINO  ˌendokɾˈino
ENDOCRINOLOGÍA  ˌendokɾˌinoloxˈia
ENDOCRINOLÓGICA  ˌendokɾˌinolˈoxika
ENDOCRINOLÓGICAS  ˌendokɾˌinolˈoxikas
ENDOCRINOLÓGICO  ˌendokɾˌinolˈoxiko
ENDOCRINOLÓGICOS  ˌendokɾˌinolˈoxikos
ENDOCRINÓLOGO  ˌendokɾinˈoloɣo
ENDODERMO  ˌendoðˈeɾmo
ENDODERMOS  ˌendoðˈeɾmos
ENDODÉRMICO  ˌendoðˈeɾmiko
ENDOESQUELETO  ˌendoˌeskelˈeto
ENDOGAMIA  ˌendoɣˈamja
ENDOGENEIDAD  ˌendoxˌeneɪðˈad
ENDOLINFA  ˌendolˈinfa
ENDOMEMBRANA  ˌendomembɾˈana
ENDOMETRIO  ˌendomˈetɾjo
ENDOMETRIOIDE  ˌendomˌetɾjˈoɪðe
ENDOMETRIOMA  ˌendomˌetɾjˈoma
ENDOMETRIOMAS  ˌendomˌetɾjˈomas
ENDOMETRITIS  ˌendometɾˈitis
ENDOMINGADA  ˌendomiŋɡˈaða
ENDOMINGADAS  ˌendomiŋɡˈaðas
ENDOMINGADO  ˌendomiŋɡˈaðo
ENDOMINGADOS  ˌendomiŋɡˈaðos
ENDOMINGANDO  ˌendomiŋɡˈando
ENDOMINGARSE  ˌendomiŋɡˈaɾse
ENDONASAL  ˌendonasˈal
ENDONASALES  ˌendonasˈales
ENDOPERIDIO  ˌendopeɾˈiðjo
ENDORCRAFT  ˈendoɾkɾaft
ENDOSADA  ˌendosˈaða
ENDOSADAS  ˌendosˈaðas
ENDOSADO  ˌendosˈaðo
ENDOSADOS  ˌendosˈaðos
ENDOSANTE  ˌendosˈaŋte
